species,country,region,farm,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor
Arabica,Guatemala,huehuetenango,,7.75,7.33,10.0,10.0,9.33,7.58,7.58,7.67,7.67,7.58
Arabica,Honduras,"comayagua, honduras",carrillo cooperativa,7.42,7.5,10.0,10.0,10.0,7.5,7.58,7.58,7.17,7.67
Arabica,Guatemala,san marcos,piamonte,7.58,7.42,10.0,10.0,10.0,7.5,7.33,7.75,7.33,7.5
Arabica,Guatemala,san marcos,las merceditas,7.67,7.5,10.0,10.0,10.0,7.33,7.42,7.67,7.25,7.58
Arabica,Guatemala,el progreso,la esmeralda,7.58,7.42,10.0,10.0,10.0,7.5,7.5,7.67,7.25,7.5
Arabica,Guatemala,santa rosa,providencia,7.5,7.5,10.0,10.0,10.0,7.5,7.67,7.75,7.08,7.42
Arabica,Colombia,guayata,,5.08,8.08,10.0,10.0,10.0,8.08,7.83,7.75,7.83,7.75
Arabica,China,yunnan,menglian gao sanlin coffee factory,7.67,7.58,10.0,10.0,10.0,7.42,7.42,7.5,7.42,7.42
Arabica,Brazil,campos altos - cerrado,,7.42,8.0,10.0,10.0,10.0,7.42,7.25,7.5,7.33,7.5
Arabica,"Tanzania, United Republic Of",arusha meru,nguruma,7.67,7.58,10.0,10.0,10.0,7.42,7.67,7.42,7.42,7.25
Arabica,Brazil,south of minas,rio verde,7.17,7.42,10.0,10.0,10.0,7.42,7.75,7.5,7.33,7.83
Arabica,Guatemala,atitlan,several,7.5,7.33,10.0,10.0,10.0,7.5,7.42,7.67,7.5,7.5
Arabica,Mexico,la yerba,los llanitos,7.42,7.58,10.0,10.0,10.0,7.5,7.42,7.58,7.42,7.5
Arabica,Brazil,south of minas,fazenda serra negra,7.58,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.33,7.67
Arabica,Peru,peru,,7.58,7.5,10.0,10.0,9.33,7.58,7.5,7.75,7.58,7.58
Arabica,Brazil,south of minas,fazenda rio verde,7.25,8.17,10.0,10.0,10.0,7.5,7.42,7.5,7.25,7.33
Arabica,Mexico,veracruz,finca los barreales,7.5,7.5,10.0,10.0,9.33,7.67,7.42,7.92,7.5,7.58
Arabica,Honduras,,,7.25,7.67,10.0,10.0,10.0,7.5,7.75,7.17,7.42,7.67
Arabica,Colombia,huila,,7.67,7.42,10.0,10.0,10.0,7.5,7.58,7.5,7.33,7.42
Arabica,Mexico,chiapas,cipresal,7.5,7.42,10.0,10.0,10.0,7.58,7.42,7.67,7.42,7.42
Arabica,Mexico,san pedro cotzilnam,pante san pedro,7.42,7.42,10.0,10.0,10.0,7.5,7.58,7.42,7.5,7.58
Arabica,Mexico,coatepec,"cafetal el equimite, rancho agroecológico",7.42,7.5,10.0,10.0,10.0,7.5,7.5,7.58,7.33,7.58
Arabica,Mexico,xalapa,los barreales 1112lbcat_s110312,7.75,7.58,10.0,10.0,10.0,7.33,7.58,7.58,7.25,7.33
Arabica,Mexico,zihuatanejo de azueta,corral del diablo lote 1,7.5,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.33,7.58
Arabica,Mexico,veracruz,cañada fria,7.58,7.58,10.0,10.0,10.0,7.5,7.5,7.5,7.17,7.58
Arabica,Mexico,xicotepec de juarez,finca nextlalpa,7.58,7.58,10.0,10.0,10.0,7.5,7.5,7.58,7.33,7.33
Arabica,Mexico,progreso santa rosa teocelo,santa rosa,7.67,7.5,10.0,10.0,10.0,7.33,7.58,7.42,7.33,7.58
Arabica,Mexico,fln mirador,fln mirador,7.83,7.5,10.0,10.0,10.0,7.33,7.17,7.67,7.42,7.5
Arabica,Colombia,huila,,7.67,7.58,10.0,10.0,10.0,7.67,7.5,7.42,7.25,7.33
Arabica,Brazil,south of minas,santa mariana,7.75,7.42,10.0,10.0,10.0,7.42,7.5,7.42,7.42,7.5
Arabica,Colombia,huila,,7.33,7.75,10.0,10.0,10.0,7.58,7.42,7.58,7.17,7.58
Arabica,Colombia,huila,,7.58,7.5,10.0,10.0,10.0,7.83,7.58,7.25,7.42,7.25
Arabica,Honduras,comayagua,los hicaques,7.5,7.58,10.0,10.0,10.0,7.42,7.42,7.5,7.33,7.58
Arabica,Brazil,cerrado,fazenda são pedro,7.33,7.67,10.0,10.0,10.0,7.5,7.5,7.33,7.5,7.5
Arabica,Brazil,cerrado,,7.42,7.5,10.0,10.0,10.0,7.58,7.5,7.5,7.42,7.42
Arabica,Brazil,south of minas,capoeirinha,7.5,7.5,10.0,10.0,10.0,7.5,7.42,7.5,7.42,7.5
Arabica,Costa Rica,tarrazu,gamboa,7.75,7.5,10.0,10.0,10.0,7.67,7.42,7.25,7.25,7.5
Arabica,Costa Rica,tarrazu,rio jorco,7.75,7.33,10.0,10.0,10.0,7.58,7.33,7.5,7.5,7.33
Arabica,China,xishuangbanna prefecture,yun lan coffee co. ltd,7.5,7.5,10.0,10.0,10.0,7.42,7.42,7.5,7.42,7.58
Arabica,Brazil,south of minas,rio verde,8.25,7.75,10.0,6.67,10.0,8.08,8.17,8.33,7.25,7.83
Arabica,Brazil,chapadão de ferro (cerrado mineiro),,7.42,7.42,10.0,10.0,10.0,7.58,7.5,7.42,7.5,7.5
Arabica,Guatemala,huehuetenango,finca loma linda y anexo,7.5,7.42,10.0,10.0,10.0,7.5,7.5,7.83,7.17,7.42
Arabica,Malawi,mzuzu,utchisi mountain,7.33,7.58,10.0,10.0,10.0,7.5,7.33,7.58,7.42,7.58
Arabica,Brazil,south of minas,rio verde,7.75,8.0,6.67,10.0,10.0,8.0,8.08,8.08,7.67,8.08
Arabica,Guatemala,jalapa,el morito,7.58,7.42,10.0,10.0,9.33,7.5,7.75,7.58,7.5,7.67
Arabica,Mexico,veracruz,,7.33,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.42,7.58
Arabica,Colombia,antioquia,several,7.42,7.5,10.0,10.0,10.0,8.33,7.08,7.17,7.5,7.33
Arabica,Taiwan,changhua baguashan 彰化市八卦山,guo cun nong yuan 國村農園,7.5,7.33,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5
Arabica,Taiwan,taichung xinshe 台中市新社區,yu jin gui 玉金櫃咖啡,7.5,7.33,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5
Arabica,Guatemala,oriente,el morito,7.5,7.25,10.0,10.0,10.0,7.58,7.5,7.5,7.58,7.42
Arabica,Colombia,huila,,7.5,7.33,10.0,10.0,10.0,7.58,7.5,7.5,7.5,7.42
Arabica,Mexico,"la concordia, chiapas",santa teresa,7.67,7.42,10.0,10.0,10.0,7.42,7.42,7.5,7.42,7.5
Arabica,Costa Rica,central valley,,7.92,7.67,10.0,9.33,9.33,7.58,7.92,7.75,7.25,7.58
Arabica,Guatemala,jalapa,finca el morito,7.67,7.33,10.0,10.0,10.0,7.33,7.5,7.67,7.33,7.5
Arabica,Mexico,"jaltocan, hidalgo",tepemalacax,7.58,7.58,10.0,10.0,10.0,7.58,7.0,7.33,7.58,7.67
Arabica,Mexico,veracruz,finca los barreales 1112lbga7250412,7.67,7.0,10.0,10.0,10.0,7.5,7.5,7.58,7.5,7.58
Arabica,Guatemala,oriente,agropecuaria quiagral,7.5,7.5,10.0,10.0,10.0,7.5,7.33,7.5,7.33,7.67
Arabica,Brazil,grama valley,sitío santa luzia,7.58,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.42,7.5
Arabica,Mexico,santa catarina juquila,cafetal santa maria,8.0,7.83,10.0,10.0,9.33,7.67,7.08,7.33,7.33,7.75
Arabica,Brazil,south of minas,café citrus,7.58,7.42,10.0,10.0,10.0,7.5,7.42,7.58,7.25,7.58
Arabica,Colombia,huila,,7.83,7.33,10.0,10.0,10.0,7.42,7.58,7.25,7.33,7.58
Arabica,Brazil,brazil matas de minas,fazendas klem ltda,7.58,7.5,10.0,10.0,10.0,7.33,7.67,7.42,7.25,7.5
Arabica,Taiwan,,眉泉莊園        ,7.0,10.0,10.0,10.0,10.0,7.0,7.0,7.17,7.0,7.08
Arabica,Guatemala,nuevo oriente,linda vista,7.67,7.33,10.0,10.0,10.0,7.42,7.42,7.67,7.25,7.5
Arabica,Brazil,south of minas,rio verde,7.42,7.67,10.0,10.0,10.0,7.42,7.5,7.08,7.5,7.67
Arabica,El Salvador,apaneca,zapato de mico,7.58,7.58,9.33,9.33,9.33,8.42,7.83,7.67,7.5,7.67
Arabica,Honduras,marcala,bethel,7.58,7.33,10.0,10.0,10.0,7.42,7.42,7.58,7.42,7.5
Arabica,Malawi,mzuzu,kachere,7.58,7.42,10.0,10.0,10.0,7.5,7.58,7.42,7.33,7.42
Arabica,Brazil,south of minas,rio verde,7.75,7.42,10.0,10.0,10.0,7.33,7.33,7.42,7.42,7.58
Arabica,Taiwan,nantou,guo xing ka fei wang 國姓咖啡王咖啡莊園,7.5,7.25,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5
Arabica,Mexico,veracruz,finca huehuetecpan,7.58,7.42,10.0,10.0,10.0,7.42,7.42,7.42,7.42,7.58
Arabica,United States (Hawaii),kona,,7.33,7.42,10.0,10.0,10.0,7.42,7.5,7.67,7.5,7.42
Arabica,Mexico,"calnali, hidalgo",omicuatla,7.58,7.58,10.0,10.0,10.0,7.42,7.42,7.17,7.5,7.58
Arabica,Guatemala,antigua,finca medina,7.5,7.33,10.0,10.0,10.0,7.33,7.67,7.58,7.33,7.5
Arabica,Mexico,veracruz,los barreales 1112lbgr7230412,7.5,7.33,10.0,10.0,10.0,7.42,7.33,7.67,7.42,7.58
Arabica,Mexico,juquila,jamaica,7.67,7.33,10.0,10.0,10.0,7.42,7.42,7.5,7.33,7.58
Arabica,El Salvador,,,7.75,7.33,10.0,10.0,10.0,7.5,7.5,7.5,7.33,7.33
Arabica,Mexico,veracruz,chilcuatla,7.33,7.42,10.0,10.0,10.0,7.5,7.33,7.67,7.42,7.58
Arabica,Mexico,canoas,comunidad de canoas,7.42,7.42,10.0,10.0,10.0,7.5,7.42,7.58,7.42,7.5
Arabica,Colombia,huila,,7.5,7.42,10.0,10.0,10.0,7.33,7.58,7.33,7.67,7.42
Arabica,Colombia,huila,,7.67,7.58,10.0,10.0,10.0,7.5,7.5,7.33,7.33,7.33
Arabica,Brazil,,caxambu,7.67,7.5,10.0,10.0,10.0,7.58,7.5,7.0,7.42,7.58
Arabica,Colombia,cauca,,7.17,7.75,10.0,10.0,10.0,7.67,7.58,7.25,7.58,7.25
Arabica,Brazil,south of minas,fazenda capoeirnha,7.42,7.5,10.0,10.0,10.0,7.5,7.42,7.42,7.5,7.42
Arabica,Honduras,comayagua,las cuchillas,7.5,7.58,10.0,10.0,10.0,7.5,7.5,7.42,7.17,7.5
Arabica,Nicaragua,jinotega,el brigadum - la coronela,7.5,7.5,10.0,10.0,10.0,7.42,7.5,7.42,7.33,7.5
Arabica,"Tanzania, United Republic Of",ruvuma,langiro farm group,7.58,7.5,10.0,10.0,10.0,7.42,7.5,7.33,7.42,7.42
Arabica,"Tanzania, United Republic Of",northern,,7.42,7.58,10.0,10.0,10.0,7.33,7.5,7.5,7.42,7.42
Arabica,Brazil,south of minas,rio verde,6.92,7.58,10.0,10.0,10.0,7.5,7.83,7.33,7.42,7.58
Arabica,Thailand,thailand,,7.42,7.5,10.0,10.0,10.0,7.67,7.25,7.75,7.17,7.42
Arabica,Honduras,marcala,bethel,7.67,7.33,10.0,10.0,10.0,7.42,7.58,7.42,7.25,7.5
Arabica,Guatemala,atitlan,blue lake,7.42,7.42,10.0,10.0,10.0,7.5,7.42,7.5,7.5,7.42
Arabica,Brazil,cerrado,,7.58,7.5,10.0,10.0,10.0,7.42,7.5,7.25,7.42,7.5
Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",ilomba 2,7.75,7.25,10.0,10.0,10.0,7.42,7.33,7.58,7.42,7.42
Arabica,Mexico,veracruz,el pino,7.42,7.33,10.0,10.0,10.0,8.17,7.33,7.42,7.17,7.33
Arabica,Mexico,"la concordia, chiapas",,7.5,7.5,10.0,10.0,10.0,7.42,7.5,7.42,7.33,7.5
Arabica,Taiwan,yunlin 雲林縣石壁,song yue coffee 嵩岳咖啡,7.5,7.17,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",kan tou mountain coffee 崁頭山咖啡館,7.67,7.58,10.0,10.0,10.0,7.58,7.17,7.17,7.5,7.5
Arabica,Colombia,huila,,7.33,7.5,10.0,10.0,10.0,7.5,7.75,7.58,7.25,7.25
Arabica,Mexico,san bartolo tutotepec,el nanchi,7.5,7.67,10.0,10.0,10.0,7.5,7.33,7.5,7.0,7.67
Arabica,Guatemala,oriente,,7.25,7.17,9.33,10.0,10.0,7.75,8.17,7.75,7.0,7.75
Arabica,Mexico,altotonga,las truchas,7.5,7.5,10.0,10.0,10.0,7.33,7.5,7.5,7.25,7.58
Arabica,Mexico,colima,"la calera, barranca de la leona, el nogal",7.0,7.58,10.0,10.0,10.0,7.5,7.42,7.5,7.5,7.67
Arabica,Colombia,huila,,7.58,7.42,10.0,10.0,10.0,7.75,7.17,7.17,7.42,7.67
Arabica,Indonesia,aceh gayo,various,7.5,7.33,10.0,10.0,10.0,7.42,7.5,7.42,7.42,7.5
Arabica,Colombia,huila,,7.75,7.58,10.0,9.33,9.33,7.58,7.83,7.67,7.42,7.58
Arabica,Brazil,south of minas,fazenda capoeirnha,7.42,7.5,10.0,10.0,10.0,7.25,7.42,7.5,7.42,7.58
Arabica,Brazil,south of minas,rio verde,7.25,7.25,10.0,10.0,10.0,7.92,7.25,7.58,7.58,7.25
Arabica,Costa Rica,tres rios,el patalillo,7.75,7.67,10.0,10.0,10.0,7.42,7.17,7.25,7.42,7.42
Arabica,"Tanzania, United Republic Of",kilimanjaro,ampcg,7.42,7.42,10.0,10.0,10.0,7.58,7.5,7.42,7.42,7.33
Arabica,"Tanzania, United Republic Of",ngorogoro,ngorogoro convenant estate,7.42,7.5,10.0,10.0,10.0,7.5,7.33,7.33,7.5,7.5
Arabica,Colombia,,,7.5,7.25,10.0,10.0,10.0,7.42,7.67,7.42,7.42,7.42
Arabica,Costa Rica,turrialba,cafetalera aquiares,7.58,7.33,10.0,10.0,10.0,7.67,7.5,7.33,7.33,7.33
Arabica,United States (Hawaii),kona,,7.25,7.5,10.0,10.0,10.0,7.42,7.5,7.25,7.58,7.58
Arabica,Mexico,coatepec,"cafetal el equimite, rancho agroecológico",7.42,7.42,10.0,10.0,10.0,7.42,7.42,7.33,7.5,7.58
Arabica,Mexico,tapachula,,7.5,7.5,10.0,10.0,10.0,7.5,7.25,7.5,7.42,7.42
Arabica,Mexico,coatepec,bola de oro,7.67,7.33,10.0,10.0,10.0,7.33,7.42,7.58,7.25,7.5
Arabica,Vietnam,don duong,"apollo co., ltd.",7.67,7.42,10.0,10.0,10.0,7.08,7.67,7.08,7.17,8.0
Arabica,Mexico,veracruz,tomatlancillo,7.58,7.33,10.0,10.0,10.0,7.42,7.33,7.75,7.25,7.42
Arabica,United States (Hawaii),kona,,7.33,7.42,10.0,10.0,10.0,7.83,7.08,7.58,7.33,7.5
Arabica,Colombia,cauca,,7.67,7.17,10.0,10.0,10.0,7.58,7.25,7.33,7.67,7.42
Arabica,Honduras,el paraíso,las moras,7.5,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.17,7.5
Arabica,Honduras,guinope el paraíso,las moras,7.5,7.5,10.0,10.0,10.0,7.5,7.42,7.33,7.25,7.5
Arabica,Brazil,south of minas,capoeirinha,7.5,7.5,10.0,10.0,10.0,7.42,7.33,7.5,7.42,7.33
Arabica,"Tanzania, United Republic Of",kilimanjaro,family farm,7.67,7.42,10.0,10.0,10.0,7.42,7.42,7.42,7.33,7.33
Arabica,Laos,lao p.d.r.,club green,7.42,7.5,10.0,10.0,10.0,7.5,7.5,7.33,7.25,7.5
Arabica,"Tanzania, United Republic Of",meru,finca estate,7.42,7.5,10.0,10.0,10.0,7.42,7.33,7.58,7.33,7.42
Arabica,Malawi,mzuzu,chikali,7.5,7.33,10.0,10.0,10.0,7.5,7.33,7.58,7.33,7.42
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","you siang coffee farmtainan, taiwan 台灣台南優香咖啡",7.33,7.75,10.0,10.0,10.0,7.33,7.5,7.42,7.17,7.5
Arabica,Thailand,thailand,,7.58,7.33,10.0,10.0,10.0,7.42,7.33,7.42,7.42,7.5
Arabica,Costa Rica,central valley,various,7.5,7.33,10.0,10.0,10.0,7.5,7.75,7.33,7.33,7.25
Arabica,Honduras,occidental,bsr,7.33,7.17,10.0,10.0,10.0,7.83,7.5,7.5,7.33,7.33
Arabica,Colombia,huila,,7.33,7.17,10.0,10.0,10.0,7.58,7.5,7.5,7.58,7.33
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",gao chun fang 高醇坊,7.42,7.42,10.0,10.0,9.33,7.5,8.0,7.42,7.33,7.58
Arabica,Brazil,"minas gerais, br",café do paraíso,7.33,7.67,10.0,10.0,10.0,7.42,7.33,7.17,7.42,7.67
Arabica,Mexico,coscomatepec,la ceiba,7.67,7.42,10.0,10.0,10.0,7.42,7.42,7.5,7.25,7.33
Arabica,Brazil,south of minas,campo das flores,7.42,7.42,10.0,10.0,10.0,7.5,7.33,7.5,7.33,7.5
Arabica,Brazil,cerrado,são josé da lagoa,7.42,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.25,7.5
Arabica,Guatemala,san marcos,el faro,7.33,7.17,10.0,10.0,10.0,7.67,7.67,7.5,7.33,7.33
Arabica,Brazil,south of minas,santa mariana/são vicente,7.58,7.33,10.0,10.0,10.0,7.42,7.5,7.5,7.17,7.5
Arabica,Guatemala,oriente,conquista / morito,7.75,7.42,9.33,10.0,10.0,7.67,7.75,7.42,7.33,7.33
Arabica,Colombia,huila,,7.33,8.0,10.0,10.0,10.0,7.67,7.5,7.42,7.08,7.0
Arabica,Guatemala,oriente,la esperanza,7.58,7.58,10.0,10.0,9.33,7.5,7.58,7.58,7.25,7.5
Arabica,Guatemala,santa rosa,las delicias,7.5,7.42,10.0,10.0,10.0,7.42,7.42,7.42,7.25,7.5
Arabica,Honduras,comayagua,los hicaques,7.58,7.33,10.0,10.0,10.0,7.5,7.42,7.33,7.25,7.5
Arabica,Brazil,monte carmelo,santa bárbara,7.42,7.5,10.0,10.0,10.0,7.33,7.5,7.5,7.33,7.33
Arabica,El Salvador,"el balsamo, quezaltepec",la esperanza,7.67,7.33,9.33,10.0,10.0,7.67,7.5,7.5,7.33,7.58
Arabica,Guatemala,nuevo oriente,las cebollas y anexos,7.58,7.25,10.0,10.0,10.0,7.33,7.17,7.83,7.17,7.58
Arabica,"Tanzania, United Republic Of",mbeya,mcomafa farm no1155gr,7.33,7.42,10.0,10.0,10.0,7.58,7.5,7.42,7.33,7.33
Arabica,Nicaragua,,,7.58,7.33,10.0,10.0,10.0,7.67,7.5,7.17,7.25,7.42
Arabica,Zambia,mubuyu estate,mubuyu munali,7.67,7.25,10.0,10.0,10.0,7.42,7.75,7.33,7.42,7.08
Arabica,Honduras,,,7.42,7.42,10.0,10.0,10.0,7.5,7.33,7.58,7.33,7.33
Arabica,Taiwan,taichung xinshe 台中市新社區,dragon coffee 龍咖啡,7.5,7.25,10.0,10.0,10.0,7.5,7.5,7.25,7.42,7.5
Arabica,Mexico,chiapas,various,7.58,7.25,10.0,10.0,10.0,7.25,7.5,7.58,7.25,7.5
Arabica,Mexico,"chapulhuacan, hidalgo",platanal,7.5,7.42,10.0,10.0,10.0,7.5,7.5,7.25,7.25,7.5
Arabica,Mexico,"huazalingo, hidalgo",texpanco,7.5,7.58,10.0,10.0,10.0,7.33,7.33,7.5,7.25,7.42
Arabica,Mexico,veracruz,la laja,7.33,7.5,10.0,10.0,10.0,7.33,7.42,7.58,7.17,7.58
Arabica,Mexico,fortín de las flores,mata larga,7.67,7.33,10.0,10.0,9.33,7.5,7.5,7.83,7.33,7.42
Arabica,Brazil,grama valley,sitío corrego da olaria/são caetano,7.42,7.33,10.0,10.0,10.0,7.5,7.33,7.5,7.25,7.58
Arabica,Colombia,cundinamarca,,7.67,7.33,10.0,10.0,10.0,7.33,7.33,7.58,7.33,7.33
Arabica,Guatemala,oriente,la esmeralda,7.42,7.42,10.0,10.0,10.0,7.42,7.33,7.5,7.25,7.5
Arabica,Costa Rica,tarrazu,estate la patricia,7.25,7.33,10.0,10.0,10.0,7.42,7.67,7.33,7.5,7.33
Arabica,Brazil,monte carmelo,helena,7.42,7.33,10.0,10.0,10.0,7.25,7.42,7.5,7.42,7.5
Arabica,Indonesia,bali,mudar,7.75,5.17,10.0,10.0,10.0,7.83,7.92,7.75,7.58,7.83
Arabica,Guatemala,norte,chapultepec,7.58,7.17,10.0,10.0,10.0,7.25,7.58,7.42,7.33,7.5
Arabica,Brazil,south of minas,rio verde,7.17,7.75,10.0,10.0,10.0,7.25,7.75,7.5,6.83,7.58
Arabica,Brazil,south of minas,rio verde,7.58,8.25,10.0,10.0,10.0,7.5,7.67,6.92,6.92,7.0
Arabica,Myanmar,ywar ngan,wat-ka-bu,7.33,7.33,10.0,10.0,10.0,7.33,7.33,7.42,7.5,7.58
Arabica,Mexico,chiapas,rancho bonito,7.58,7.42,10.0,10.0,10.0,7.33,7.17,7.5,7.33,7.5
Arabica,Honduras,marcala,cerro bueno,7.5,7.33,10.0,10.0,10.0,7.25,7.42,7.5,7.33,7.5
Arabica,Costa Rica,tres rios,el patalillo,7.67,7.42,10.0,10.0,10.0,7.42,7.08,7.25,7.5,7.5
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",gao chun fang 高醇坊,7.67,7.33,10.0,10.0,10.0,7.33,7.75,7.25,7.17,7.33
Arabica,Indonesia,lington nihuta,dozen small farmer,7.42,7.42,10.0,10.0,10.0,7.42,7.42,7.33,7.42,7.42
Arabica,Malawi,kakoma,kakoma,7.58,7.42,10.0,10.0,10.0,7.42,7.33,7.33,7.33,7.42
Arabica,Brazil,south of minas,rio verde,7.33,7.33,10.0,10.0,10.0,7.33,7.83,7.17,7.25,7.58
Arabica,Honduras,comayagua,gran manzana y el aguacate,7.5,7.5,10.0,10.0,10.0,7.33,7.33,7.33,7.33,7.5
Arabica,Mexico,"siltepec el triunfo, chiapas, mexico",various,7.42,7.5,10.0,10.0,10.0,7.42,7.33,7.5,7.25,7.42
Arabica,Colombia,huila,,7.5,7.33,10.0,10.0,10.0,7.58,7.5,7.42,7.0,7.5
Arabica,United States (Hawaii),kona,,7.83,8.0,10.0,6.67,10.0,7.83,7.83,8.0,7.83,7.83
Arabica,Brazil,sul de minas,sertao farm,7.75,7.83,9.33,9.33,9.33,7.75,7.83,7.42,7.5,7.75
Arabica,Guatemala,oriente,el sacramento,7.83,7.5,9.33,10.0,9.33,7.83,7.67,7.33,7.33,7.67
Arabica,Mexico,veracruz,finca muxbal,7.83,7.25,10.0,10.0,10.0,7.33,7.25,7.58,7.25,7.33
Arabica,Mexico,coatepec,el deseo,7.33,7.42,10.0,10.0,10.0,7.5,7.5,7.5,7.25,7.33
Arabica,Brazil,cerrado,cianorte,7.33,7.33,10.0,10.0,10.0,7.25,7.5,7.5,7.25,7.67
Arabica,Colombia,huila,,7.58,7.33,10.0,10.0,10.0,7.33,7.33,7.58,7.17,7.5
Arabica,United States (Hawaii),kona,kona pacific farmers cooperative,7.25,7.33,10.0,9.33,9.33,7.75,7.75,7.67,7.83,7.58
Arabica,Guatemala,san marcos,las merceditas,7.5,7.33,10.0,10.0,10.0,7.33,7.42,7.42,7.25,7.5
Arabica,Vietnam,vietnam,apollo estate,7.0,8.0,10.0,10.0,10.0,7.33,7.5,7.5,7.33,7.08
Arabica,"Tanzania, United Republic Of",ngorogoro,ngorogoro convenant estate,7.42,7.42,10.0,10.0,10.0,7.33,7.33,7.42,7.42,7.42
Arabica,Brazil,,,7.17,7.25,10.0,10.0,10.0,8.25,7.42,7.25,7.17,7.25
Arabica,Mexico,"tenango de doria, hidalgo",los magueyes,7.5,7.5,10.0,10.0,10.0,7.25,7.25,7.42,7.33,7.5
Arabica,Mexico,tepictla,finca tepictla,7.42,7.25,10.0,10.0,10.0,7.42,7.33,7.67,7.17,7.5
Arabica,Mexico,oaxaca,"arroyo triste, arroyo triste, san jose vista hermosa",7.42,7.25,10.0,10.0,10.0,7.33,7.33,7.58,7.33,7.5
Arabica,Mexico,la concordia,,7.33,7.33,10.0,10.0,10.0,7.25,7.42,7.67,7.33,7.42
Arabica,Mexico,la concordia,santa cruz - pante doña graciela,7.5,7.33,10.0,10.0,10.0,7.25,7.67,7.33,7.25,7.42
Arabica,Colombia,huila,,7.33,7.17,10.0,10.0,10.0,7.67,7.5,7.33,7.33,7.42
Arabica,Colombia,huila,,7.42,7.5,10.0,10.0,10.0,8.0,7.25,7.08,6.92,7.58
Arabica,Brazil,south of minas,fazenda capoeirnha,7.42,7.25,10.0,10.0,10.0,7.25,7.5,7.5,7.25,7.5
Arabica,Guatemala,san marcos,las merceditas,7.42,7.58,10.0,10.0,10.0,7.42,7.33,7.42,7.08,7.42
Arabica,Guatemala,santa rosa,la esmeralda,7.42,7.33,10.0,10.0,10.0,7.42,7.33,7.67,7.17,7.33
Arabica,Honduras,marcala,bethel,7.58,7.25,10.0,10.0,10.0,7.25,7.42,7.33,7.33,7.5
Arabica,"Tanzania, United Republic Of",mbinga,ngima,7.17,7.58,10.0,10.0,10.0,7.33,7.5,7.42,7.33,7.33
Arabica,Nicaragua,jinotega,santa matilde,7.58,7.33,10.0,10.0,10.0,7.25,7.5,7.25,7.25,7.5
Arabica,Colombia,la plata,,7.75,7.67,10.0,10.0,10.0,7.83,5.25,7.67,7.75,7.75
Arabica,Brazil,south of minas,rio verde,7.25,7.25,10.0,10.0,10.0,7.58,7.5,7.42,6.92,7.75
Arabica,"Tanzania, United Republic Of",mbinga,multiple,7.42,7.33,10.0,10.0,10.0,7.42,7.5,7.42,7.25,7.33
Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",ilomba 1,7.33,7.5,10.0,10.0,10.0,7.33,7.42,7.25,7.5,7.33
Arabica,Brazil,south of minas,rio verde,7.25,7.33,10.0,10.0,10.0,7.42,7.5,7.5,7.25,7.42
Arabica,Indonesia,bener meriah,,7.17,7.58,10.0,10.0,10.0,7.42,7.33,7.42,7.33,7.42
Arabica,Honduras,comayagua,gran manzana y el aguacate,7.5,7.5,10.0,10.0,10.0,7.17,7.17,7.5,7.5,7.33
Arabica,Costa Rica,tarrazu,gamboa,7.5,8.08,10.0,10.0,10.0,7.08,7.5,7.17,7.17,7.17
Arabica,Mexico,veracruz,,7.42,7.42,10.0,9.33,9.33,7.5,7.58,8.0,7.67,7.42
Arabica,Taiwan,changhua baguashan 彰化市八卦山,mu he zi coffee 木盒子咖啡園,7.5,7.25,10.0,10.0,10.0,7.25,7.42,7.25,7.5,7.5
Arabica,Taiwan,nantou,guo xin ka fei 國昕咖啡,7.58,7.25,10.0,10.0,10.0,7.33,7.33,7.42,7.33,7.42
Arabica,Mexico,"la concordia, chiapas",union ramal santa cruz,7.5,7.42,10.0,10.0,10.0,7.33,7.33,7.58,7.08,7.42
Arabica,Guatemala,jalapa,finca el morito,7.5,7.17,10.0,10.0,10.0,7.33,7.33,7.33,7.33,7.67
Arabica,Mexico,tuxtla gutierrez,finca cafetalera la suiza,7.25,7.58,10.0,10.0,8.67,7.58,7.67,7.67,7.58,7.67
Arabica,Mexico,yajalon,,7.67,7.08,10.0,10.0,10.0,7.25,7.5,7.75,7.17,7.25
Arabica,Mexico,veracruz,ucipa santa catarina,7.5,7.17,10.0,10.0,10.0,7.42,7.42,7.42,7.33,7.42
